content,sentiment
"@YeleSowore @MBuhari @EndSars @mbujari BUHARI is DEAD and Buried in Saudi Arabia and Sowore u KNOWS THAT so, why are u NOT TELLING THE TRUTH??? Hypocrites",negative
@YeleSowore @MBuhari @EndSars @mbujari Avram Grant Baba.,neutral
YeleSowore Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollgat… https://t.co/4YkwRkiDBI,positive
"@YeleSowore @MBuhari @EndSars @mbujari @MBuhari 
Continuity I fear",neutral
@YeleSowore @MBuhari @EndSars @mbujari You should guide your utterances! Very unfortunate statement!,negative
@YeleSowore @MBuhari @EndSars @mbujari @elrufai please include this silent silent terrorist hiding in  kaduna state government house. You guys underestimate this midget crimes in Nigeria. Elrufai and Buhari are both jihad is terrorist.,neutral
"@YeleSowore @MBuhari @EndSars @mbujari We can't continue to have terrorists ruling us. Instead of being leaders, they supposed to be facing charges at the ICC.
#PantamiResign 
#PantamiIsATerrorist 
#Pantami 
#PantamiMustGo 
#PantamiResignNow
#BuhariMustGo 
#RevolutionNow 
#FreeKogi2 
#BuhariTormentor",neutral
@YeleSowore @MBuhari @EndSars @mbujari Countinueunity Gbuo Gi There @MBuhari Losser Okoko Your Have Brain 🧠Damage,neutral
"@YeleSowore @MBuhari @EndSars @mbujari Grant master. You won't succeed in all these blatant lies.

Grant commander and grant embezzler.",negative
@YeleSowore @MBuhari @EndSars @mbujari Ole won chop grant again. Bubu won't give the chance,neutral
"@YeleSowore @MBuhari @EndSars @mbujari Dummy, what does he know as CONTINUITY? terrorists in government.",neutral
YeleSowore: Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollga… https://t.co/RAz3wCBUIn,positive
@YeleSowore @MBuhari @EndSars @mbujari you are yet to recover from 2019 election shock. pbele!!,neutral
@YeleSowore @MBuhari @EndSars @mbujari 2019 election result still dey pain this man.,neutral
@YeleSowore @MBuhari @EndSars @mbujari Buhari must GO❌,neutral
"@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari I guess the northerners are terrorists as well that's why the govt agents such as bokoharam, bandits and herdsmen will continue to flush them anytime, any day.
Last last, una go get sense.",neutral
@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari What about Boko haram ??,neutral
"@Janet_Aderinpe @YeleSowore @MBuhari @EndSars @mbujari How do you want to collect Nigeria back from heartless people?

With ice cream and chicken?????🤔

Abi just hand shake???

Please wake up and check out your history with order country's history. Den predict the end of Nigeria.",neutral
"@YeleSowore @MBuhari @EndSars @mbujari hate rate for Buhari is your nightmare, keep fooling around, he will visit you in your dream soon, then we shall see how werrey you will become?",negative
@YeleSowore @MBuhari @EndSars @mbujari #BuhariMustGo,neutral
@YeleSowore @MBuhari @EndSars @mbujari Wike is also a terrorist,neutral
"@YeleSowore @MBuhari @EndSars @mbujari Sowore you be mad. Palliative Thief, Grant scammer https://t.co/xuPgPDR2vD",negative
"@YeleSowore @MBuhari @EndSars @mbujari Gbenu oshi soun. You keep inciting people to fight, to destroy and destabilise the country. Yet, you keep your family safe in another country. You are all you have to lose in nigeria, some people have more to lose than themselves. Tbh, losing you is rather good riddance anyway.",positive
@YeleSowore @MBuhari @EndSars @mbujari Indeed he is,neutral
@YeleSowore @MBuhari @EndSars @mbujari Someone should please help Sowore find a professional psychiatrist who can treat him from this severe gut-wrenching defeat pain he's suffering since that presidential election.,positive
"@YeleSowore @MBuhari @EndSars @mbujari Clearly you don mad. The fear of Wike is the beginning of wisdom.I remember Obigbo and what Wike did, yet you are calling Buhari.",negative
"@YeleSowore @MBuhari @EndSars @mbujari SowoGRANT, Buhari will still not give you the attention you crave, we know for every arrest, grant must enter.",negative
@YeleSowore @MBuhari @EndSars @mbujari Continuity in killing abi ? Eleribu,neutral
@YeleSowore @MBuhari @EndSars @mbujari Do you honestly not fear for your life in this militarized democracy that we are practicing in Nigeria? Stay safe pls,positive
@YeleSowore @MBuhari @EndSars @mbujari How did @DrIsaPantami &amp; @HMKemiAdeosun make it through DSS b4 they were cleared to occupy those offices? Where are the DSS officers in charge what happened to them?🤮,neutral
@YeleSowore @MBuhari @EndSars @mbujari All the above mentioned groups are terrorist group. And government will continue to flush them any day anytime.,neutral
Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollgate @mbujari ordered killings at Obigbo https://t.co/n7gbdt4fNw,positive
"@JessicaOgwatar These are the people encouraging, escalating terrorism and violence all over the place
Official TERRORISTS inder government cover 

During @Endsars protest in Abj, they used official SUV's to move hoodlums all over Abi",neutral
"@YeleSowore @MBuhari @OfficialGYBKogi Those bitter and crying against grants for@YeleSowore, have you finished squandering the looted grant paid to you guys as thugs to attack @endsars protesters.?.....I knew you guys will always show your facese here",negative
"That was their thought sir, unfortunately Lekki Protest @ENDSARS should let them wake up,  the children of this generation are not as patient  sir https://t.co/cTvPB0TVsj",negative
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you Islamic Studies major?,positive
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA NIRA is under NITDA,neutral
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA What specific public service rule?,neutral
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Which rules?,neutral
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA I advise you to consult with a technical person in your organization.,neutral
"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA NIRA administer the .ng domain. Pls, speak with facts.",neutral
"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Supervision doesn't grant access,  I advise you to study the Public Service Rules.",neutral
"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Then, you are misleading the Nigerian Government and @MBuhari   The ministry controls the entire communications national infrastructure.  Perhaps you are just ignorant of the facts of the Ministry work for. This is the agency that control IXP and .ng domains",neutral
"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA #EndSARS 
Supervision by default grants access.  He also oversees NITDA,  and NIGCOMSAT.  He regulates all teleco provider.   You might want to consult with technically competent people at the ministry before you butcher another PR response.",positive
@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Channel your question to the custodian pls.,neutral
@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA No? Pantami supervises the activities of NIMC and gives them policy direction.,neutral
@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Yes pls.,neutral
"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you saying the Nigeria communications ministry has no access to any telecommications data?  Satellite, Internet, telephony?    Is that what you are saying?",neutral
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Is Pantami in charge of NIMC?,neutral
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you saying custodians of data have no access?,neutral
@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA #EndSARS  Am not following you here.  What does continuous process have to do with access to data?,neutral
"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Governance is a continuous process, no individual holds your data. NIMC was established by an act of parliament they are the custodians of the National Identity Database.",neutral
"@endsars @SavvyRinu 
@MBuhari
@GarShehu
@CIA
Pantami is a national security risk.  He's  custodian of telecommication data.  Who is to say, he won't give our personal data to Al Qaeda.  He must go!",neutral
"@wink to the moon🚀🚀🚀🚀🚀🚀🚀
Lets keep holding 💪💪💪💪💪💪💪
@endsars @Bitcoin",neutral
"@Aliyujari @MBuhari It will surely die. However, the truth is that the Miyetti Allah leadership is complicit in this game. It is not a transfered aggression on the Fulani but the Fulani is used against Buhari. Same as @endsars, IPOB and ESN. They are tools.",positive
"@endsars predicted👇😭

https://t.co/znjHoSYHSc",neutral
"@KhalifaDikwaPhD @EndSars Sir, our leaders will not listen to well informed and well educated people like you sir. As we watch let's pray for Nigeria.Your voice is the voice of truth.",neutral
@politicsNyame @EndSars I hear sense like this ky33,neutral
"""If you're emotionally attached to your tribe, religion or political learning to the point that truth and justice become secondary considerations, your education is useless and for that matter, a liability to mankind.""             
@EndSARS | Mahama | Dumsor | Ghanaians",negative
@Endsars Psychos who burnt &amp; looted businesses just 6 months ago to prove their hatred for the man in power are asking why Twitter chose Ghana.,neutral
"@SaharaReporters @HQNigerianArmy If it is @endsars matter, they'll quickly repel citizens with ammunitions of various types. BH terrorists are now their friends so they won't repel against them",positive
@renoomokri @MBuhari We can never allow our brothers death @endsars to be in vain,neutral
"@jeffphilips1 I have said it earlier that @endsars, killer herdsmen, IPOB, ESN, North West criminals, Igboho &amp; his group, Wicked governors, etc are likely one and same people. Their mandate maybe is to give bad name to this regime. Have they not failed? They have already.",negative
"@SpeakerGbaja @femigbaja threaten to not sign the budget coz of @EndSars. Now those who influenced the MADNess like @henryshield are suggesting that they should try it again against the 2023 elections for @OfficialAPCNg not to retain power.

Is he still on that route? 🤔",neutral
"@CeciliaOleghe Thanks my Sis. Nig's all human &amp; material resources to devlop.Polit actors in successive govts filibustered ability of our Great Defence &amp;Secu wt limitd modern techno &amp; equipm to supplem personnel deficit &amp;fight grafts, mustn't dampen morale of Armed Forces, aft Police's @EndSARS",positive
"Dangote Is Selling Cement For 1,150 Naira In Zambia but #3900 in Nigeria, its a bad market for this failing country
@AishaYesufu @EndSars @GuardianNigeria @channelstv @AreaFada1 @realFFK @NigeriaGov",negative
"@MaziNnamdiKanu @PoliceNG OHAMADIKE, WE KNOW THAT'S THEY KNOWS WHAT THEY'RE DOING. FULANI WILL TRY A TRICK(@ENDSARS) IF IT IS WORK ONE TIME. THEN IT'S GOOD TO GO...!! THEY SEE EVERYBODY AS A COW ON VOODOO SPELL, BUT BLINDLY  PEOPLE DON'T KNOW YET, IT'S A PITY!?!.",negative
"@DrJoeAbah Make una Luk weli weli  o! bekos dis ting wey dey hapn so eh? e resembu Wetin hapin to @EndSARS. 

Having stationed their foot soldiers in ur forests all they nid is a legal rizn. Wyle govt forces attack the region frm d front, d illegal soldiers in Bush ll take dem frm d  rear.",negative
"Killing peaceful @endsars protesters
Bringing herdsmen into power
Sponsoring bandits
Encouraging boko haram
Seperating Nigeria
Disvalueing naira
Poor electricity
Fuel high price
Higher rate of unemployment
Killing Nigeria economy
Poor health care
Higher rate of borrowing
Tribalis https://t.co/Cfz9FNxs8p",positive
@OsosaChris 😀 u remind me d out come of @EndSars protest #lekkilies😁👍,neutral
"@SaharaReporters @GarShehu But, why has @cenbank never tracked and burst the beneficiary accounts but it was so easy for them to burst and close the accounts of the @EndSARS protesters?
Moreover, how many of the terrorists have they ever prosecuted?
Who cares about their report?
Govt by lies &amp; deceit...",positive
Now that it's still morning nigerian youths will not use this bird app and create a formidable structure that will decide our faith come 2023 @renoomokri keep fooling yourselves in ogbodo onyibo @Endsars should be a lesson that the gragra era had long ended fight intelligently,positive
"If you like turn deaf ears to DOCTORS AND NLC while you're a minister, become a detective at the expense of @Endsars protesters lives or turn yourself to political Demigod just remember that you're going to be no more one day.",neutral
@Endsars #HarassBuhariOutOfLondon @MBuhari.....You sent your soldiers to kill the innocent Nigeria Youths who has their Peaceful Protest to demand for a Good Governance. https://t.co/lojdIbPg75,positive
"@Real_AmakaIke @OfficialAPCNg @MBuhari @GarShehu Please do not call the @EndSars protesters weak or lily livered. They were bold, fearless and stood in front of the soldier's gun. If all youth in Nigeria joined, especially the SE youth. Things might have been different. Let's tell the narrative correctly please.",negative
"I know for sure that one day, they’ll all pay 4 their sins one by one. When D people come to a consensus like they did during d @endsars saga, they will unanimously bring judgement upon these criminals parading themselves as politicians in the fraudulent one Nigeria. #BiafraNow https://t.co/iXIhqVH1Cs",positive
"@hartere1 @SavvyRinu @EndSars You get that right. They sealed everywhere around the political sphere. Don't be surprised, these so called activist are only tools from the major opposition. 2020 is on the way, we'll all see the real movie.",positive
"@Ibbwrites @SavvyRinu If we no dey complain for here,@endsars protest no go apen oooo,buh mafo we go stand again buh not with election bcos they seal everywhere and they don't win with ur vote",positive
"It's only in Nigeria you have a bloodless and bodiless 'Massacre'... @Mochievous @SavvyRinu, DJ Witch and everyone  in that their @endsars movement will pay dearly for their actions against Nigeria my beloved country!!!!",positive
